Title,ReleaseDate,GenreName,Director,LeadActors,SupportingActors,Language,Runtime,Budget,BoxOfficeRevenue,Rating,ReleaseType
Arctic Armageddon,08/11/2023,Science Fiction:Action:Adventure,James Mahoney,Joe Finfera:Patrick Labyorteaux,Johnny Keatth:Sam Abe Jacobs,English,56,993,378900000,1.1,R
Lock & Load,24/07/2023,Action:Thriller,Nathan Shepka,Nathan Shepka:Colin MacDougall,Graeme MacPherson:Tony MacDonald,English,60,40000000,183316455,3.4,PG-13
Lion-Girl,26/01/2024,Action:Science Fiction,Kurando Mitsutake,Tori Griffith:Derek Mears,Stefanie Estes:Myo Leong,English,63,205000000,205025000,1.1,PG-12
The Marvels,08/11/2023,Science Fiction:Adventure:Action,Nia DaCosta,Brie Larson:Teyonah Parris,Iman Vellani:Zawe Ashton,English:Urdu,62,750000,207089999,6.34,PG-19
Godzilla vs. Megalon,03/11/2023,Science Fiction:Action,Takuya Uenishi,Kenji Sakamoto:Yohei Azakami,Yusuke Shirooka:Yuki Yamamoto,Japanese,60,40000000,378900000,7.21,PG-18
Sarabha,03/11/2023,History:Drama:Action,Kavi Raz,Kavi Raz:Ankur Rathee,Mukul Dev:Darren Tassell,English:Hindi:Punjabi,97,18200000,183316455,8.5,NR
Black Noise,03/11/2023,Action:Science Fiction:Horror:Thriller,Philippe Martinez,Jackson Rathbone:Alex Pettyfer,Eve Mauro:Ashton Leigh,English,60,205000000,378900000,4.8,PG-13
Deep Fear,18/10/2023,Horror:Thriller:Action:Mystery,Marcus Adams,Mãdãlina Ghenea:Ed Westwick,Macarena Gómez:Stany Coppet,English,92,750000,183316455,5.769,PG-12
Rumble Through the Dark,03/11/2023,Thriller:Action,Parker Phillips,Aaron Eckhart:Bella Thorne,Marianne Jean-Baptiste:Ritchie Coster,English,60,72000000,72025000,6.274,R
Spider-Man: Far From Home,28/06/2019,Action:Adventure:Science Fiction,Jon Watts,Tom Holland:Samuel L. Jackson,Jake Gyllenhaal:Marisa Tomei,Czech:Dutch:English:German:Italian,60,40000000,1131927996,7.434,PG-13
Death Rumble,02/11/2023,Action:Horror,Rusty Nixon,Scotty Mac:Alice Mao,Twan Holliday:Christina Kardooni,English,97,18200000,18225000,5.25,PG-13
Knuckle Girl,25/10/2023,Action:Drama,Chang,Ayaka Miyoshi:Hideaki Ito,Yosuke Kubozuka:Goki Maeda,Japanese,60,205000000,205025000,6.34,PG-12
Darkness of Man,02/11/2023,Action:Thriller,James Cullen Bressack,Jean-Claude Van Damme:Eric Roberts,Kristanna Loken:Shannen Doherty,English,60,87229100,87254100,7.21,PG-13
Godzilla 2000: Millennium,11/12/1999,Action:Adventure:Science Fiction,Takao Okawara,Takehiro Murata:Naomi Nishida,Mayu Suzuki:Hiroshi Abe,Japanese,63,750000,25000000,1.1,NR
Bond of Justice: Kizuna,30/10/2023,Action:Thriller:Drama,Ryu Yamakita,Sonny Chiba:Casey Gagliardi,Cortney Palm:Hidetoshi Imura,Mandarin:English:Japanese,71,72000000,378900000,2.3,PG-13
Resident Evil,27/10/2023,Action:Horror,Holden Hall,Holden Hall:Milo Young,Joshua Worden:TJ Barr (Gingybread),English,60,18200000,183316455,3.4,PG-12
LEGO Marvel Avengers: Code Red,26/10/2023,Animation:Action:Family,Ken Cunningham,Laura Bailey:Trevor Devall,Haley Joel Osment:Steve Blum,English,62,993,378900000,5.23,PG-18
Boudica,26/10/2023,Action:War,Jesse V. Johnson,Olga Kurylenko:Peter Franzén,Clive Standen:Lucy Martin,German,60,40000000,183316455,7.21,NR
Quid Games,27/10/2023,Action:Horror:Mystery:Thriller:Drama,Evan Baker,Nell Kessler:Erik Bloomquist,Forest Quaglia:Emily Creighton,English,61,205000000,205025000,1.1,R
Freelance,05/10/2023,Action:Comedy,Pierre Morel,John Cena:Alison Brie,Juan Pablo Raba:Christian Slater,English,60,750000,9112817,3.4,PG-13
Bubby's Nightmare,24/10/2023,Mystery:Action,Andrew Warzecha,Andrew Warzecha:Benjamin Crooks,Stewart Warzecha,English,60,40000000,40025000,1.1,NR
I Bet You're Wondering How I Got Here,24/10/2023,Comedy:Action:Crime,Ryan Polly,Julio Cesar Cedillo:Gunner Willis,Eden Lee:Andre De'Sean Shanks,English,60,18200000,71772785,6.34,PG-13
The Hard Hit,20/10/2023,Action:Thriller:Crime,Darien Smith,Brian Ronan Mulroy:Jamie Ohlsen,Malachi Durant:Rob LaColla Jr.,English,60,72000000,72025000,7.21,PG-12
Leo,18/10/2023,Action:Crime:Thriller,Lokesh Kanagaraj,Vijay:Sanjay Dutt,Arjun Sarja:Trisha Krishnan,Tamil,63,993,71772785,6.919,PG-19
Sayen: Desert Road,19/10/2023,Action:Thriller,Alexander Witt,Rallén Montenegro:Enrique Arce,Jorge López:Katalina Sanchez,Spanish,94,40000000,40025000,6.193,NR
The Hatchling,17/10/2023,Action:Family:Science Fiction,Tim Cianfano,Carrie Gibson:April Consalo,Lamonte Forte-Jordan:Liam Krivcov,English,97,205000000,9112817,6.333,PG-19
Mortal Kombat Legends: Cage Match,17/10/2023,Animation:Action:Fantasy:Adventure,Ethan Spaulding,Joel McHale:Jennifer Grey,Dusan Brown:Grey DeLisle,English,62,993,71772785,6.759,PG-12
Trial 22,28/08/2023,Horror:Action,John Ferrer,Corinna Brown:Graham O’Connor,Isabella Lake:Felix Garcia Guyer,English,71,40000000,40025000,5.25,NR
Couch Man,13/10/2023,Documentary:Action,Kavon Zamanian,David Bubier:William Royce,Richard Allen:Tyler Hunt,English,75,205000000,71772785,6.34,R
The Master Gardener VOL. 1: The Curve of Destiny,13/10/2023,Action:Comedy:War,Hamilton Hatch,Hamilton Hatch:Camden Randall,Ryan Christiansen:Mac Hatch,English:Russian,56,750000,337134868,7.21,PG-13
The Replaceables,13/10/2023,Action:Comedy:Science Fiction,Robert Pralgo,Raymond Lloyd:Ernest Miller,Luther Biggs:Tonga Fifita,English,74,18200000,378900000,1.1,PG-12
The Bell Keeper,13/10/2023,Action:Horror,Colton Tran,Randy Couture:Kathleen Kenny,Reid Miller:Mike C. Manning,English,82,205000000,183316455,2.3,PG-18
Jigen Daisuke,12/10/2023,Action:Crime:Drama,Hajime Hashimoto,Tetsuji Tamayama:Yoko Maki,Kotoka Maki:Honami Sato,Spanish:Japanese,60,750000,378900000,3.4,PG-13
Herd,13/10/2023,Horror:Action,Steven Pierce,Ellen Adair:Mitzi Akaha,Jeremy Holm:Amanda Fuller,English,63,72000000,183316455,5.23,PG-12
Heroes,07/09/2023,Action,Ricardo Arnaiz,Andrés Vázquez:Zury Shasho,Silverio Palacios:Gerardo Taracena,Spanish,62,993,25993,7.21,PG-13
Awareness,16/03/2023,Science Fiction:Mystery:Thriller:Action,Daniel Benmayor,Carlos Scholz:Pedro Alonso,María Pedraza:Óscar Jaenada,Spanish,71,205000000,207089999,1.1,PG-12
Artemis Fowl,12/06/2020,Adventure:Fantasy:Science Fiction:Family:Action,Kenneth Branagh,Ferdia Shaw:Colin Farrell,Lara McDonnell:Josh Gad,English,92,40000000,378900000,3.4,PG-13
Fast Charlie,08/12/2023,Action:Crime:Drama,Phillip Noyce,Pierce Brosnan:Morena Baccarin,James Caan:Gbenga Akinnagbe,English:Latin,62,750000,183316455,1.1,NR
Plug,06/10/2023,Drama:Action,Dewey Allen,Dewey Allen:Mando TM Allen,Raheem Allen:Just Brittany,English,97,378900000,378900000,6.34,PG-13
Elwood Private Eyes,06/10/2023,Crime:Action:Science Fiction,Bryce Daily,judah vaughn:mazzy seedorf,Mikayla Dagen:Alex Romano,English,97,378900000,183316455,7.21,PG-12
Desperation Road,19/10/2023,Thriller:Action:Crime:Drama,Nadine Crocker,Willa Fitzgerald:Garrett Hedlund,Mel Gibson:Ryan Hurst,English,60,207089999,207114999,6.7,PG-18
Ballerina,05/10/2023,Action:Adventure:Thriller,Lee Chung-hyun,Jun Jong-seo:Kim Ji-hun,Park Yu-rim:Shin Se-hwi,Korean,62,378900000,1131927996,7.02,NR
Dr. Cheon and the Lost Talisman,27/09/2023,Action:Thriller:Mystery:Crime:Fantasy:Horror,Kim Seong-sik,Gang Dong-won:Heo Joon-ho,Esom:Lee Dong-hwi,English:Korean,97,183316455,183341455,6.1,R
The Killer Citrus,05/10/2023,Action:Adventure:Animation:Comedy,Ocelot,Kockman:Chriso,Ocelot:Pascal Thiel,English:German,61,1131927996,1131952996,5.25,PG-13
Kahel,29/09/2023,Action:Drama,Filbert Wong,Glaiza de Castro:Gino Gardiola,Paulo Flores,Tagalog,56,205000000,205025000,6.34,NR
Head Count,29/09/2023,Thriller:Action:Comedy,Ben Burghart,Aaron Jakubenko:Melanie Zanetti,Ryan Kwanten:Chris Bylsma,English,62,205000000,25000000,7.21,PG-13
Muzzle,29/09/2023,Action,John Stalberg Jr.,Aaron Eckhart:Stephen Lang,Diego Tinoco:Leslie Black,German:Spanish:English,60,40000000,378900000,1.1,PG-12
57 Seconds,29/09/2023,Thriller:Science Fiction:Action,Rusty Cundieff,Josh Hutcherson:Morgan Freeman,Greg Germann:Lovie Simone,English:Portuguese,92,18200000,183316455,2.3,PG-19
PAW Patrol: The Mighty Movie,21/09/2023,Animation:Family:Action:Science Fiction:Comedy:Drama:Adventure,Cal Brunker,Mckenna Grace:Christian Convery,Taraji P. Henson:Kristen Bell,English:Spanish,97,18200000,378900000,3.4,NR
Peddha Kapu - 1,27/09/2023,Action:Drama,Srikanth Addala,Virat Karrna:Pragati Srivastava,Rao Ramesh:Adukalam Naren,Telugu,97,40000000,183316455,5.23,PG-19
Safehouse,28/09/2023,Action:Thriller:Crime:TV Movie,Paul Street,Alondra Delgado:Robert Seay,David Thomas Jenkins:Jessica Martin del Campo,English:Spanish,97,993,25993,7.21,NR
Sniper: G.R.I.T. - Global Response & Intelligence Team,26/09/2023,Action:Thriller,Oliver Thompson,Chad Michael Collins:Ryan Robbins,Luna Fujimoto:Josh Brener,English,61,205000000,205025000,1.1,PG-12
Dogman,27/09/2023,Action:Drama:Crime,Luc Besson,Caleb Landry Jones:Jojo T. Gibbs,Christopher Denham:Grace Palma,English:Spanish,60,750000,3950070,3.4,NR
I Need 5 Bucks,24/09/2023,Comedy:Action,Ori Charter,Ori Charter:Saddlefrog,Saddles Family:Uncredited,English,61,993,25993,1.1,R
100 Yards,09/06/2023,Action:Drama,Xu Haofeng,Jacky Heung:Andy On,Bea Hayden Kuo:Tang Shiyi,Mandarin,56,205000000,205025000,6.34,PG-13
Riddle of Fire,21/03/2024,Action:Adventure:Comedy,Weston Razooli,Lio Tipton:Charles Halford,Weston Razooli:Charlie Stover,English,60,205000000,205025000,7.21,PG-12
Guy Manley - A Real Movie,23/09/2023,Drama:Action:Comedy,David Andersson,Baltazar Ploteau:Anton Sjölund,Milton Bjørnegren:Omar Myrza,English:Swedish,63,40000000,40025000,10,PG-18
One-Percenter,12/04/2023,Action,Yudai Yamaguchi,Tak Sakaguchi:Sho Aoyagi,Rumika Fukuda:Itsuji Itao,Japanese,62,18200000,18225000,5.25,PG-13
Dinosaur Prison,23/09/2023,Action:Drama:Horror:Science Fiction:Thriller,Tyler-James,Lauren Staerck:Marcus Massey,Maria Taylor:Ella Starbuck,English,60,18200000,18225000,6.34,PG-12
Sri Asih,17/11/2022,Action:Adventure:Science Fiction:Fantasy:Drama,Upi Avianto,Pevita Pearce:Reza Rahadian,Christine Hakim:Jefri Nichol,Indonesian:Javanese,97,40000000,40025000,7.21,PG-13
The Black Book,22/09/2023,Mystery:Thriller:Action,Editi Effiong,Richard Mofe-Damijo:Ade Laoye,Sam Dede:Alex Usifo Omiagbo,English,60,993,25993,1.1,PG-12
Dark Asset,22/09/2023,Action:Thriller:Science Fiction,Michael Winnick,Byron Mann:Robert Patrick,Helena Mattsson:Sabina Gadecki,English,92,205000000,205025000,2.3,PG-13
Triggered,07/08/2023,Action:Thriller,Richard Somes,Arjo Atayde:Julia Montes,Sid Lucero:Paolo Paraiso,Tagalog,60,750000,775000,3.4,NR
Jackdaw,26/01/2024,Drama:Crime:Thriller:Action,Jamie Childs,Oliver Jackson-Cohen:Jenna Coleman,Thomas Turgoose:Rory McCann,English,60,993,25993,5.23,PG-13
Project Silence,21/05/2023,Thriller:Action,Kim Tae-gon,Lee Sun-kyun:Ju Ji-hoon,Kim Hee-won:Moon Sung-keun,Korean,97,378900000,378925000,7.21,PG-12
Expend4bles,15/09/2023,Action:Adventure:Thriller,Scott Waugh,Jason Statham:Sylvester Stallone,50 Cent:Megan Fox,English,60,207089999,58000000,1.1,PG-18
Baby Assassins 2 Babies,24/03/2023,Action:Drama:Crime:Comedy,Yugo Sakamoto,Akari Takaishi:Saori Izawa,Atomu Mizuishi:Tomo Nakai,Japanese,60,378900000,378925000,3.4,NR
The Toxic Avenger,21/09/2023,Action:Comedy:Horror,Macon Blair,Peter Dinklage:Jacob Tremblay,Kevin Bacon:Elijah Wood,English,63,183316455,183341455,1.1,R
Creation of the Gods I: Kingdom of Storms,20/07/2023,Action:Fantasy:War,Wuershan,Kris Phillips:Li Xuejian,Huang Bo:Yu Shi,Mandarin,71,1131927996,372945000,6.34,PG-13
The Trip,19/09/2023,Action:Adventure:Romance,Ben Swales,Alexandros Zachariou-Rempp:Ruthie Pefley,John Muller,English,60,750000,775000,7.21,NR
The Creator,27/09/2023,Action:Adventure:Science Fiction,Gareth Edwards,John David Washington:Madeleine Yuna Voyles,Gemma Chan:Allison Janney,English:Japanese:Thai:Vietnamese,62,993,104000000,7.09,PG-13
Outlaw Johnny Black,15/09/2023,Action:Comedy:Western,Michael Jai White,Michael Jai White:Anika Noni Rose,Erica Ash:Byron Minns,English,60,205000000,300064,5.3,PG-12
The Retirement Plan,24/08/2023,Comedy:Action,Tim Brown,Nicolas Cage:Ashley Greene,Thalia Campbell:Ron Perlman,English,61,205000000,205025000,6.357,PG-19
Rebel,31/08/2022,Action:Thriller:Drama,Adil El Arbi,Aboubakr Bensaïhi:Lubna Azabal,Tara Abboud:Amir El Arbi,Arabic:English:French,60,993,25993,8.1,NR
Zeta: When the Dead Awaken,01/08/2019,Horror:Action:Thriller,Amanda Iswan,Cut Mini Theo:Jeff Smith,Dimas Aditya:Edo Borne,Indonesian,60,205000000,205025000,5.25,PG-19
Doris & Bettan - Marbella Mayhem,24/07/2023,Animation:Action:Comedy,Ellen Ekman,Ann Westin:Pia Johansson,Kodjo Akolor:Tiffany Kronlöf,Swedish,60,40000000,40025000,6.34,NR
Showdown at the Grand,03/11/2023,Action:Comedy,Orson Oblowitz,Dolph Lundgren:Terrence Howard,Amanda Righetti:John Savage,English,60,71772785,71797785,7.21,PG-12
Junk Male,13/09/2023,Drama:Music:Action,Ella Purnell,Ella Purnell:Max Bennett Kelly,Alex Mills:Bat,English,63,71772785,71797785,1.1,NR
Freestyle,13/09/2023,Crime:Action:Thriller,Maciej Bochniak,Maciej Musiałowski:Nel Kaczmarek,Michał Sikorski:Filip Lipiecki,Polish,88,337134868,337159868,2.3,R
Mega Ape,13/10/2023,Science Fiction:Horror:Action,Dustin Ferguson,Tom Sizemore:Bai Ling,Mel Novak:Traci Burr,English,73,18200000,18225000,3.4,PG-13
Batman: Mask of the Phantasm,25/12/1993,Action:Animation:Crime:Mystery:Drama,Bruce Timm,Kevin Conroy:Dana Delany,Hart Bochner:Stacy Keach,English,76,40000000,5617391,5.23,PG-12
The Vigilante,08/09/2023,Thriller:Action,Lee Whittaker,Jet Jandreau:Alison Jaye Horowitz,Ana Alexander:Eric Pierce,English,100,993,25993,7.21,PG-18
Sentinelle,27/08/2023,Action:Comedy:Crime,Hugo Benamozig,Jonathan Cohen:Raphaël Quenard,Emmanuelle Bercot:Gustave Kervern,French,98,205000000,205025000,1.1,PG-13
Us or Them,08/09/2023,Action:Thriller,Tom Paton,Malin Åkerman:Jack Donnelly,Wayne Gordon:Nicole Bartlett,English,86,750000,775000,3.4,PG-12
Jawan,07/09/2023,Action:Adventure:Thriller,Atlee,Shah Rukh Khan:Nayanthara,Vijay Sethupathi:Priyamani,Hindi,169,993,136698671,1.1,PG-13
Sirona,05/09/2023,Science Fiction:Thriller:Action,Wesley Clark,Ashlynn Hideman:Wesley Clark,Ben Johnson:Sarah Klaren,English,100,205000000,205025000,6.34,PG-13
Far Haven,03/09/2023,Western:Drama:Action,Gary Wheeler,Nancy Stafford:Jesse Kove,Lev Cameron:Livi Birch,English,90,205000000,205025000,7.21,PG-13
Cheta Singh,01/09/2023,Action:Crime:Drama:Thriller,Ashish Kumar,Prince Kanwaljit Singh:Japji Khaira,Mintu Kapa:Irwin Meet Kaur,Punjabi,135,993,25993,5.25,PG-12
Escalation,01/09/2023,Action:Thriller:Crime,Jimmy Mak,Chris Mark:Nina Kiri,Cindy Sampson:George Tchortov,English,89,205000000,205025000,6.34,PG-13
King of Killers,01/09/2023,Action:Thriller,Kevin Grevioux,Frank Grillo:Alain Moussi,Kevin Grevioux:Marie Avgeropoulos,English,91,40000000,40025000,7.21,NR
The Equalizer 3,30/08/2023,Action:Thriller:Crime,Antoine Fuqua,Denzel Washington:Dakota Fanning,Eugenio Mastrandrea:David Denman,English:Italian:Portuguese,109,750000,190000000,1.1,PG-13
Night Run,01/09/2023,Action,Erick Solis,Jake Hays:Tyler Cole,Rebecca Weaver:Tim Andrews,English,97,71772785,71797785,2.3,PG-12
American Dreamers,30/08/2023,Comedy:Action,Luke Ring,Sam Bredeweg:Eleanor Conway,Race Bettich:Scott Portt,English,61,337134868,337159868,3.4,PG-18
Top Gunner: America vs. Russia,01/09/2023,Action,Christopher Ray,Eric Roberts:Simone Posey,Gary Poux:Andrew Colford,English,62,1131927996,1131952996,5.23,NR
Global Pursuit,25/08/2023,Comedy:Action,Michael Daniel,Kai Cenat:Ray H,Lil Yachty:Roberto Gonzalez,English,71,18200000,18225000,7.21,R
Mastaney,25/08/2023,Action:Drama:History,Sharan Art,Tarsem Jassar:Simi Chahal,Gurpreet Ghuggi:Karamjit Anmol,Punjabi,75,40000000,16367572,1.1,PG-13
Toby,25/08/2023,Action:Mystery:Drama:Thriller,Basil Alchalakkal,Raj B Shetty:Chaithra J Achar,Samyukta Hornad:Deepak Shetty,Kannada:Malayalam,56,993,25993,3.4,NR
MR-9: Do or Die,25/08/2023,Action:Drama:Thriller,Asif Akbar,Frank Grillo:Michael Jai White,Kelly Greyson:Matt Passmore,Bengali:English,74,205000000,205025000,1.1,PG-13
A Moment of Romance,14/06/1990,Action:Romance:Crime,Benny Chan,Andy Lau:Wu Chien-Lien,Ng Man-tat:Tommy Wong Kwong-Leung,Cantonese,82,750000,775000,6.34,PG-12
Beaver Wars Episode I Attack of the Gaggle,21/08/2023,Comedy:Action:History,Program counslors,Clarm:Chin,Blender:Linda,English,60,993,25993,7.21,PG-19
POV,20/08/2023,Horror:Thriller:Action:Science Fiction,Brian K. Rosenthal,Chris Frank:Katie Mackey,David VonHippchen:Joshua Borcyk,English,63,205000000,205025000,5.25,NR
Phoenix,19/08/2023,Action:Crime:Thriller,Daniel Zirilli,Natalie Eva Marie:Randy Couture,Neal McDonough:Oleg Prudius,English,62,205000000,205025000,6.34,PG-19
Megalodon: The Frenzy,18/08/2023,Action:Adventure:Horror:Science Fiction,Brendan Petrizzo,Eric Roberts:Caroline Williams,Jessica Chancellor:Alex Trumble,English,71,993,25993,7.21,NR
The Engineer,18/08/2023,Action:Thriller:Mystery,Danny A. Abeckaser,Emile Hirsch:Danny A. Abeckaser,Tsahi Halevi:Angel Bonanni,English,92,205000000,205025000,1.1,PG-12
Dead Shot,18/08/2023,Action:Thriller,Charles Guard,Colin Morgan:Aml Ameen,Mark Strong:Felicity Jones,English,62,40000000,40025000,2.3,NR
Brave Archer and His Mate,25/02/1982,Action:Drama,Chang Cheh,Alexander Fu Sheng:Gigi Wong,Phillip Chung-Fung Kwok:Chin Siu-ho,Mandarin,97,750000,775000,3.4,R
Rewind 3: The Final Chapter,17/08/2023,Horror:Action,Owen Knight,Liam Cowan Makrisopoulos:Owen Knight,Nicholas Naravaez Camacho:Ivano Milevoy,English,97,71772785,71797785,5.23,PG-13
Oldboy,21/11/2003,Drama:Thriller:Mystery:Action,Park Chan-wook,Choi Min-sik:Yoo Ji-tae,Kang Hye-jung:Kim Byeong-ok,Korean,60,337134868,17500000,7.21,PG-12
Kill Shot,15/08/2023,Action:Thriller,Ari Novak,Rib Hillis:Rachel Cook,Todd Gordon:Ari Novak,English,62,1131927996,1131952996,1.1,PG-18
Babylon 5: The Road Home,15/08/2023,Animation:Science Fiction:Action:Adventure,Matt Peters,Bruce Boxleitner:Claudia Christian,Peter Jurasik:Bill Mumy,English,97,18200000,18225000,3.4,PG-13
The Lost Princess,15/08/2023,Action:Adventure,Hicham Hajji,Eric Roberts:Robert Knepper,Gary Dourdan:Cillian O'Sullivan,English,61,40000000,40025000,1.1,PG-12
Millennial Hunter,13/08/2023,Animation:Comedy:Action,Sam Taggart,Chris Parnell:Patti Harrison,John Reynolds:Julio Torres,English,56,993,25993,6.34,PG-13
Six Days to Die,11/08/2023,Action:Drama:Western,Matthew Campagna,Colm Feore:Ari Millen,Andrew Bushell:Kyra Harper,English,62,205000000,205025000,7.21,PG-12
3 Days in Malay,11/08/2023,War:Action,Louis Mandylor,Louis Mandylor:Donald Cerrone,Quinton Jackson:Peter Dobson,English,60,750000,775000,5.25,PG-13
Gran Turismo,09/08/2023,Adventure:Action:Drama,Neill Blomkamp,Archie Madekwe:David Harbour,Orlando Bloom:Djimon Hounsou,English,92,993,121700000,7.881,NR
Gadar 2,11/08/2023,Action:Drama,Anil Sharma,Sunny Deol:Utkarsh Sharma,Ameesha Patel:Simrat Kaur,Hindi,97,205000000,205025000,6.529,PG-13
Jagun Jagun,10/08/2023,Action:Drama,Tope Adebayo,Femi Adebayo:Lateef Adedimeji,Odunlade Adekola:Ibrahim Yekini Itele,Yoruba,97,205000000,205025000,6.602,PG-12
The Shepherd,10/08/2023,Drama:Fantasy:Action,Iain Softley,Ben Radcliffe:John Travolta,Steven Mackintosh:Scarlet Grace,English,97,993,25993,6.878,PG-18
Marry My Dead Body,10/02/2023,Comedy:Mystery:Action:Horror,Cheng Wei-Hao,Greg Hsu:Austin Lin,Gingle Wang:Tsai Chen-Nan,Mandarin,61,205000000,205025000,6.934,NR
Jailer,10/08/2023,Action:Crime:Thriller:Comedy:Adventure,Nelson Dilipkumar,Rajinikanth:Vinayakan,Vasanth Ravi:Yogi Babu,Hindi:Kannada:Malayalam:Tamil:Telugu,60,40000000,72997485,6.836,R
Bhola Shankar,10/08/2023,Action:Crime:Drama:Thriller,Meher Ramesh,Chiranjeevi:Keerthy Suresh,Tamannaah Bhatia:Sushanth,Telugu,61,750000,775000,5.667,PG-13
Heart of Stone,09/08/2023,Thriller:Action,Tom Harper,Gal Gadot:Jamie Dornan,Alia Bhatt:Sophie Okonedo,English,56,71772785,71797785,6.854,NR
Island Escape,08/08/2023,Horror:Action:Science Fiction,Bruce Wemple,Chris Cimperman:Grant Schumacher,Ariella Mastroianni:Michael L. Parker,English,60,337134868,337159868,4.1,PG-13
Kali Karate: The 2nd Beginning,08/08/2023,Action:Comedy,Sean Russel Herman,Sean Russel Herman:Shu Lan Tuan,Josh Plasse:Noah Centineo,English,63,183316455,183341455,5.25,PG-12
The Seven Deadly Sins: Grudge of Edinburgh Part 2,08/08/2023,Action:Adventure:Fantasy:Animation,Bob Shirohata,Ayumu Murase:Koki Uchiyama,Yuki Kaji:Sora Amamiya,Japanese,62,378900000,378925000,6.34,PG-19
The Assassin,22/02/2023,Action,Kwak Jeong-deok,Shin Hyun-joon:Lee Moon-sik,Kim Min-kyung:Hong Eun-ki,Korean,60,378900000,378925000,7.21,NR
Dampyr,28/10/2022,Horror:Fantasy:Action,Riccardo Chemello,Wade Briggs:Stuart Martin,Frida Gustavsson:Sebastian Croft,English,97,18200000,362113,1.1,PG-19
Til Death Do Us Part,03/08/2023,Horror:Thriller:Action,Timothy Woodward Jr.,Cam Gigandet:Jason Patric,Natalie Burn:Orlando Jones,English,60,40000000,40025000,2.3,NR
The Collective,04/08/2023,Action:Thriller,Tom DeNucci,Lucas Till:Ruby Rose,Tyrese Gibson:Don Johnson,English,92,993,25993,3.4,PG-12
Mob Land,04/08/2023,Action:Crime:Thriller,Nicholas Maggio,John Travolta:Shiloh Fernandez,Stephen Dorff:Ashley Benson,English,60,205000000,205025000,5.23,NR
Khun Pan 3,02/03/2023,Action:Fantasy:Thriller,Kongkiat Khomsiri,Ananda Everingham:Mario Maurer,Phakin Khamwilaisak:Sarika Sathsilpsupa,Thai:Spanish,60,750000,775000,7.21,R
Meg 2: The Trench,02/08/2023,Action:Science Fiction:Horror,Ben Wheatley,Jason Statham:Wu Jing,Shuya Sophia Cai:Page Kennedy,English,97,993,384056482,1.1,PG-13
Head to Head,03/08/2023,Comedy:Thriller:Action,Malik Nejer,Abdulaziz Alshehri:Ziyad Alamri,Adel Radwan:Mohammad Alqass,Arabic,60,205000000,205025000,3.4,PG-12
Soulcatcher,02/08/2023,Action,Daniel Markowicz,Piotr Witkowski:Jacek Koman,Jacek Poniedziałek:Mariusz Bonaszewski,Polish,60,205000000,205025000,1.1,PG-18
When Girls Ride,01/08/2023,Action:Drama:Crime:Thriller,Mark K. Buddington,Deja Blaise:Shan Moreno,Carmella Nucci:Samuel Smith,English,63,993,25993,6.34,PG-13
I Am Rage,14/09/2023,Action:Thriller:Horror,David Ryan Keith,Hannaj Bang Bendz:Marta Svetek,Derek Nelson:Antonia Whillans,English,71,205000000,205025000,7.21,PG-12
Bad City,05/07/2022,Action:Crime,Kensuke Sonomura,Hitoshi Ozawa:Mitsu Dan,Akane Sakanoue:Katsuya,Japanese,60,40000000,40025000,6.842,PG-13
Teenage Mutant Ninja Turtles: Mutant Mayhem,31/07/2023,Animation:Comedy:Action:Science Fiction,Jeff Rowe,Micah Abbey:Shamon Brown Jr.,Nicolas Cantu:Brady Noon,English:Mandarin,62,750000,180000000,7.267,PG-12
Sons of Summer,28/07/2023,Action:Mystery:Thriller,Clive Fleury,Temuera Morrison:Isabel Lucas,Joe Davidson:Christopher Pate,English,60,71772785,71797785,6.808,PG-13
Never Say Never,06/07/2023,Drama:Action,Wang Baoqiang,Wang Baoqiang:Shi Pengyuan,Chen Yongsheng:Wang Xun,Mandarin,61,337134868,337159868,7.2,NR
Walid,28/07/2023,Action:Thriller:Drama,Areel Abu Bakar,Megat Sharizal:Putri Qaseh,Namron:Yusran Hashim,Malay,60,207089999,207114999,5.25,PG-13
Sympathy for the Devil,20/07/2023,Action:Thriller,Yuval Adler,Nicolas Cage:Joel Kinnaman,Alexis Zollicoffer:Cameron Lee Price,English,60,378900000,378925000,6.34,PG-12
Shrapnel,28/07/2023,Action:Thriller:Drama,William Kaufman,Jason Patric:Cam Gigandet,Kesia Elwin:Mauricio Mendoza,English,60,183316455,183341455,7.21,PG-18
Hidden Strike,06/07/2023,Action:Adventure:Comedy:Thriller,Scott Waugh,Jackie Chan:John Cena,Ma Chunrui:Jiang Wenli,English:Spanish:Mandarin:Portuguese,63,18200000,18225000,2.3,R
Fatal Snakes,27/07/2023,Western:Drama:Action,Ethan Butler,Clayton Butler:Connor Butler,Gus Butler:Lenore Butler,English,100,40000000,40025000,3.4,PG-13
The Devil Comes to Kansas City,25/07/2023,Crime:Action:Horror:Thriller:TV Movie,Michael P. Blevins,Ben Gavin:Kirk Fox,Jim O'Heir:Maz Jobrani,English,97,993,25993,5.23,NR
Justice League: Warworld,25/07/2023,Animation:Action:Science Fiction:Adventure,Jeff Wamester,Jensen Ackles:Darren Criss,Stana Katic:Ike Amadi,English,90,205000000,205025000,7.21,PG-13
